"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-03",,,"52",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-04",,,"48",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-05",,,"55",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-06",,,"61",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-07",,,"51",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-08",,,"47",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-09",,,"38",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-10",,,"43",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-11",,,"47",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-12",,,"47",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-13",,,"45",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-14",,,"43",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-15",,,"42",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-16",,,"47",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-17",,,"67",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-18",,,"49",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-19",,,"44",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-20",,,"56",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-21",,,"54",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-22",,,"52",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-23",,,"61",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-24",,,"47",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-25",,,"51",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-26",,,"58",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-27",,,"55",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-28",,,"57",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-29",,,"59",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-04-30",,,"84",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-01",,,"65",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-02",,,"55",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-03",,,"52",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-04",,,"50",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-05",,,"57",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-06",,,"70",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-07",,,"63",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-08",,,"61",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-09",,,"63",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-10",,,"63",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-11",,,"74",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-12",,,"60",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-13",,,"70",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-14",,,"55",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-15",,,"59",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-16",,,"55",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-17",,,"56",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-18",,,"57",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-19",,,"72",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-20",,,"64",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-21",,,"70",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-22",,,"85",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-23",,,"85",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-24",,,"74",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-25",,,"84",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-26",,,"89",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-27",,,"77",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-28",,,"60",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-29",,,"73",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-30",,,"73",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-05-31",,,"62",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-01",,,"55",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-02",,,"56",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-03",,,"71",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-04",,,"85",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-05",,,"89",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-06",,,"70",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-07",,,"89",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-08",,,"97",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-09",,,"96",",,0","78",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-10",,,"95",",,0","79",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-11",,,"98",",,0","74",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-12",,,"85",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-13",,,"98",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-14",,,"87",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-15",,,"74",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-16",,,"66",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-17",,,"79",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-18",,,"72",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-19",,,"91",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-20",,,"76",",,0","65",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-21",,,"76",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-22",,,"71",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-23",,,"79",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-24",,,"70",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-25",,,"70",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-26",,,"68",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-27",,,"85",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-28",,,"86",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-29",,,"84",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-06-30",,,"70",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-01",,,"79",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-02",,,"88",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-03",,,"89",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-04",,,"91",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-05",,,"87",",,0","70",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-06",,,"84",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-07",,,"83",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-08",,,"70",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-09",,,"76",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-10",,,"77",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-11",,,"82",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-12",,,"92",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-13",,,"92",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-14",,,"96",",,0","71",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-15",,,"98",",,0","71",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-16",,,"84",",,0","70",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-17",,,"86",",,0","70",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-18",,,"75",",,0","65",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-19",,,"83",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-20",,,"86",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-21",,,"83",",,0","66",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-22",,,"81",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-23",,,"92",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-24",,,"91",",,0","71",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-25",,,"83",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-26",,,"80",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-27",,,"68",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-28",,,"69",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-29",,,"78",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-30",,,"79",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-07-31",,,"88",",,0","65",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-01",,,"91",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-02",,,"84",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-03",,,"82",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-04",,,"89",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-05",,,"92",",,0","75",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-06",,,"89",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-07",,,"92",",,0","75",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-08",,,"81",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-09",,,"75",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-10",,,"79",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-11",,,"75",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-12",,,"74",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-13",,,"75",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-14",,,"80",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-15",,,"93",",,0","72",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-16",,,"92",",,0","70",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-17",,,"81",",,0","67",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-18",,,"72",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-19",,,"75",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-20",,,"76",",,0","62",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-21",,,"77",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-22",,,"85",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-23",,,"84",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-24",,,"80",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-25",,,"73",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-26",,,"79",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-27",,,"83",",,0","65",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-28",,,"87",",,0","65",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-29",,,"86",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-30",,,"87",",,0","70",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-08-31",,,"84",",,0","69",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-01",,,"83",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-02",,,"78",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-03",,,"66",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-04",,,"64",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-05",,,"75",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-06",,,"68",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-07",,,"76",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-08",,,"70",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-09",,,"80",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-10",,,"82",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-11",,,"85",",,0","68",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-12",,,"76",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-13",,,"72",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-14",,,"77",",,0","62",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-15",,,"62",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-16",,,"60",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-17",,,"58",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-18",,,"63",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-19",,,"75",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-20",,,"83",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-21",,,"71",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-22",,,"73",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-23",,,"82",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-24",,,"85",",,0","62",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-25",,,"81",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-26",,,"76",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-27",,,"52",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-28",,,"54",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-29",,,"58",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-09-30",,,"58",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-01",,,"55",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-02",,,"48",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-03",,,"61",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-04",,,"58",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-05",,,"53",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-06",,,"52",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-07",,,"56",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-08",,,"64",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-09",,,"61",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-10",,,"57",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-11",,,"63",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-12",,,"70",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-13",,,"56",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-14",,,"53",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-15",,,"61",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-16",,,"58",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-17",,,"53",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-18",,,"56",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-19",,,"72",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-20",,,"78",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-21",,,"70",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-22",,,"77",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-23",,,"57",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-24",,,"54",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-25",,,"61",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-26",,,"52",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-27",,,"51",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-28",,,"72",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-29",,,"70",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-30",,,"53",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-10-31",,,"64",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-01",,,"52",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-02",,,"65",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-03",,,"44",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-04",,,"55",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-05",,,"59",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-06",,,"54",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-07",,,"44",",,0","32",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-08",,,"46",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-09",,,"55",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-10",,,"66",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-11",,,"68",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-12",,,"65",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-13",,,"45",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-14",,,"44",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-15",,,"54",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-16",,,"60",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-17",,,"43",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-18",,,"46",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-19",,,"44",",,0","27",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-20",,,"37",",,0","25",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-21",,,"42",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-22",,,"44",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-23",,,"47",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-24",,,"50",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-25",,,"45",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-26",,,"62",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-27",,,"63",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-28",,,"56",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-29",,,"56",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-11-30",,,"52",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-01",,,"51",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-02",,,"47",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-03",,,"46",",,0","32",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-04",,,"40",",,0","32",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-05",,,"38",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-06",,,"46",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-07",,,"34",",,0","20",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-08",,,"38",",,0","19",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-09",,,"49",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1984-12-10",,,"49",",,0","31",",,0"
